timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784790314699,4032,EasyCalculation,200,OK,HTML Dashboards Using CommandLine 2-5,text,true,,24426,152,20,100,https://www.easycalculation.com/tax/india-tax-2019-2020.php,4032,0,0
1784790315249,3635,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-19,text,true,,20731,132,20,100,https://automationexercise.com/api_list,3603,0,0
1784790314584,4494,Practice test Login,200,OK,HTML Dashboards Using CommandLine 3-12,text,true,,129152,153,20,100,https://practicetestautomation.com/practice-test-exceptions/,3732,0,0
1784790315437,4169,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-15,text,true,,49089,132,20,100,https://automationexercise.com/products,3872,0,0
1784790308268,11495,Practice test Login,200,OK,HTML Dashboards Using CommandLine 3-3,text,true,,19601,272,20,100,https://dmytro-shyshkin.kit.com/ai-workshop,4511,0,0
1784790308268,4511,Practice test Login-0,301,Moved Permanently,HTML Dashboards Using CommandLine 3-3,text,true,,793,136,20,100,https://practicetestautomation.com/workshop,4511,0,0
1784790312779,6984,Practice test Login-1,200,OK,HTML Dashboards Using CommandLine 3-3,text,true,,18808,136,20,100,https://dmytro-shyshkin.kit.com/ai-workshop,6966,0,2749
1784790313094,6944,Practice test Login,200,OK,HTML Dashboards Using CommandLine 3-10,text,true,,19610,272,20,100,https://dmytro-shyshkin.kit.com/ai-workshop,2954,0,0
1784790313094,2954,Practice test Login-0,301,Moved Permanently,HTML Dashboards Using CommandLine 3-10,text,true,,801,136,20,100,https://practicetestautomation.com/workshop,2954,0,0
1784790316048,3990,Practice test Login-1,200,OK,HTML Dashboards Using CommandLine 3-10,text,true,,18809,136,20,100,https://dmytro-shyshkin.kit.com/ai-workshop,3978,0,0
1784790315609,4458,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-18,text,true,,43922,134,20,100,https://automationexercise.com/test_cases,4429,0,0
1784790315627,4461,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-14,text,true,,49093,132,20,100,https://automationexercise.com/products,4436,0,0
1784790315599,4503,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-11,text,true,,7876,129,20,100,https://automationexercise.com/login,4489,0,0
1784790315579,4542,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-8,text,true,,43920,134,20,100,https://automationexercise.com/test_cases,4509,0,0
1784790315815,4474,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-1,text,true,,8421,133,20,100,https://automationexercise.com/view_cart,4462,0,0
1784790315880,4409,AutomationExcercise,200,OK,HTML Dashboards Using CommandLine 4-20,text,true,,43773,134,20,100,https://automationexercise.com/test_cases,4356,0,0
